0.36666700	0.00101100	50.42606500	66.92982500	0.00070200	0.00467700	0.00152600	11.84210500	20.33834600	5.60150400	6.35338300	14.47368400	0.73333300	0.38571400	0.11223100	0.08817000	0.32105300	0.10751900	0.57894700	0.64887200	0.41077700	0.06240600
0.17368400	0.00134700	56.14035100	61.96741900	0.00077200	0.00792500	0.00126300	15.52631600	16.65413500	2.10526300	27.21804500	28.33333300	0.72982500	0.31553900	0.07338300	0.11874700	0.39172900	0.20977400	0.65964900	0.12556400	0.41879700	0.10300800
0.77543900	0.00155400	65.26315800	55.85213000	0.00076500	0.00575900	0.00033300	12.48120300	12.78195500	5.03759400	35.11278200	13.50877200	0.37719300	0.37067700	0.06160400	0.09042600	0.56165400	0.11503800	0.58771900	0.40676700	0.37869700	0.33308300
0.76842100	0.00084200	65.16290700	63.07017500	0.00044500	0.00756400	0.00081100	19.09774400	23.68421100	2.84962400	39.62406000	18.68421100	0.64561400	0.11604000	0.06135300	0.08115300	0.14511300	0.12857100	0.27543900	0.43834600	0.11002500	0.38609000
0.32456100	0.00081400	48.72180500	71.39097700	0.00061900	0.00720300	0.00063500	25.00000000	11.12782000	3.45864700	33.53383500	29.64912300	0.48596500	0.13007500	0.05183000	0.04381000	0.41729300	0.47744400	0.45964900	0.10751900	0.29348400	0.31503800
0.55964900	0.00132600	48.02005000	59.06015000	0.00056000	0.00178900	0.00078200	21.42857100	19.58646600	9.66165400	15.15037600	5.08771900	0.18245600	0.24536300	0.03152900	0.02676700	0.62631600	0.38270700	0.28947400	0.61578900	0.42982500	0.32744400
0.28947400	0.00158900	76.69172900	59.51127800	0.00098000	0.00111300	0.00129800	16.72932300	23.00751900	8.12782000	32.63157900	25.87719300	0.47368400	0.23934800	0.09644100	0.06185500	0.16616500	0.39172900	0.51754400	0.22631600	0.32355900	0.35000000
0.12631600	0.00069500	76.29072700	59.01002500	0.00094800	0.00386500	0.00086000	23.04511300	15.90225600	6.09774400	19.43609000	37.98245600	0.41578900	0.44787000	0.02025100	0.04305800	0.47594000	0.52255600	0.29649100	0.23082700	0.13308300	0.06804500
0.27193000	0.00074700	64.96240600	74.54887200	0.00073800	0.00348100	0.00068100	21.31578900	10.37594000	5.21804500	11.65413500	29.03508800	0.75263200	0.33458600	0.08616500	0.04481200	0.67744400	0.29248100	0.40877200	0.32255600	0.49498700	0.26428600
0.42456100	0.00025600	49.42355900	70.98997500	0.00049500	0.00979700	0.00089800	13.15789500	12.40601500	8.06015000	49.66165400	31.84210500	0.40701800	0.40676700	0.03177900	0.09443600	0.35263200	0.55263200	0.25789500	0.16015000	0.41478700	0.40075200
0.16842100	0.00128100	56.04010000	57.55639100	0.00068600	0.00873700	0.00077200	13.64661700	21.12782000	9.36842100	6.12782000	29.56140400	0.70701800	0.39674200	0.02902300	0.08391000	0.65037600	0.51353400	0.13333300	0.17518800	0.14310800	0.32067700
0.67543900	0.00155100	58.44611500	60.01253100	0.00075400	0.00727100	0.00136800	11.24060200	14.39849600	1.54135300	38.94736800	26.31578900	0.78947400	0.44887200	0.08691700	0.06837100	0.70000000	0.51052600	0.15964900	0.46842100	0.29849600	0.29360900
0.70877200	0.00020700	72.88220600	73.09523800	0.00051300	0.00422600	0.00113000	15.78947400	14.84962400	5.39849600	14.36090200	27.63157900	0.27368400	0.40877200	0.02275700	0.11298200	0.31804500	0.43383500	0.76491200	0.23233100	0.29147900	0.17744400
